pheno	pid	chromosome	block	UKBB_nCS	GLGC_nCS	UKBB_in_GLGC	GLGC_in_UKBB
LDL	EAS	13	66	0	0	0	0
LDL	EAS	13	69	0	0	0	0
LDL	EAS	13	84	0	0	0	0
LDL	EAS	13	96	0	0	0	0
LDL	EAS	13	102	0	1	0	0
LDL	EAS	13	115	0	0	0	0
LDL	EAS	13	116	0	0	0	0
LDL	EAS	13	118	0	1	0	0
LDL	EAS	13	125	0	0	0	0
LDL	EAS	14	4	0	0	0	0
LDL	EAS	14	14	0	0	0	0
LDL	EAS	14	23	0	1	0	0
LDL	EAS	14	31	0	0	0	0
LDL	EAS	14	35	0	0	0	0
LDL	EAS	14	42	0	0	0	0
LDL	EAS	14	43	0	0	0	0
LDL	EAS	14	46	0	0	0	0
LDL	EAS	14	63	0	0	0	0
LDL	EAS	14	68	0	0	0	0
LDL	EAS	14	72	0	0	0	0
LDL	EAS	14	73	0	0	0	0
LDL	EAS	14	96	0	0	0	0
LDL	EAS	14	105	0	0	0	0
LDL	EAS	14	106	0	0	0	0
LDL	EAS	14	121	0	0	0	0
LDL	EAS	14	126	0	0	0	0
LDL	EAS	14	127	0	0	0	0
LDL	EAS	15	3	0	0	0	0
LDL	EAS	15	37	0	0	0	0
LDL	EAS	15	39	0	0	0	0
LDL	EAS	15	44	0	0	0	0
LDL	EAS	15	45	0	0	0	0
LDL	EAS	15	46	0	1	0	0
LDL	EAS	15	47	0	0	0	0
LDL	EAS	15	50	0	0	0	0
LDL	EAS	15	52	0	0	0	0
LDL	EAS	15	53	0	0	0	0
LDL	EAS	15	54	0	0	0	0
LDL	EAS	15	56	0	0	0	0
LDL	EAS	15	59	0	0	0	0
LDL	EAS	15	62	0	0	0	0
LDL	EAS	15	63	0	0	0	0
LDL	EAS	15	64	0	0	0	0
LDL	EAS	15	66	0	0	0	0
LDL	EAS	15	80	0	0	0	0
LDL	EAS	15	83	0	0	0	0
LDL	EAS	15	85	0	0	0	0
LDL	EAS	15	117	0	0	0	0
LDL	EAS	15	118	0	0	0	0
LDL	EAS	16	1	0	0	0	0
LDL	EAS	16	4	0	0	0	0
LDL	EAS	16	5	0	0	0	0
LDL	EAS	16	9	0	0	0	0
LDL	EAS	16	31	0	1	0	0
LDL	EAS	16	32	0	0	0	0
LDL	EAS	16	37	0	0	0	0
LDL	EAS	16	38	0	0	0	0
LDL	EAS	16	43	0	0	0	0
LDL	EAS	16	59	0	0	0	0
LDL	EAS	16	60	0	0	0	0
LDL	EAS	16	74	0	0	0	0
LDL	EAS	16	75	0	0	0	0
